Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
421,0.21753782,0.3154287,0.3750335,0.2073298,0.20184816
431,0.16425174,0.09689404,0.15609838,0.1756103,0.1327282
435,0.1969674,0.21757849,0.92723995,0.24266268,0.40836892
438,0.43113378,0.23476516,0.42636853,0.16282174,0.22308518
439,0.38096637,0.23324163,0.30499658,0.18220639,0.24459812
443,0.044665392,0.043944698,0.030261379,0.12271691,0.14631456
446,0.5686747,0.2240496,0.8305024,0.17191364,0.24779236
447,0.043093756,0.19174315,0.09130188,0.15616457,0.17201214
464,0.41068953,0.16862872,0.341053,0.25977424,0.30277
465,0.32871124,0.19189899,0.18798473,0.23069867,0.20804757
468,0.4656596,0.26199412,0.48679006,0.23930416,0.25848103
472,0.34607005,0.15776835,0.15812972,0.2423453,0.27008492
475,0.339433,0.24284299,0.3340917,0.16017166,0.2278719
480,0.45450816,0.27471948,0.28041422,0.23672403,0.16390657
488,0.4492217,0.20831807,0.4014278,0.23079668,0.2507879
492,0.44171426,0.20286305,0.44789377,0.2020364,0.24665841
499,0.42050657,0.18861954,0.48457053,0.31507966,0.40324882
501,0.1840343,0.1387983,0.096381776,0.1567246,0.16964063
504,0.1762377,0.25397965,0.20785008,0.1607284,0.19611733
507,0.21812958,0.17663503,0.31195587,0.19929853,0.19649665
508,0.5537539,0.22548096,0.44761378,0.10923344,0.2244258
509,0.15968217,0.12243621,0.07934362,0.11843881,0.14397953
516,0.17032158,0.2302857,0.2072823,0.09827741,0.16793989
521,0.15809356,0.111816384,0.13864692,0.17987868,0.114677325
526,0.22371688,0.24437256,0.729852,0.20062388,0.2403694
532,0.16458191,0.16354308,0.186583,0.12335132,0.16125385
538,0.12576261,0.08557554,0.14162317,0.13051857,0.13783796
563,0.4004062,0.23565578,0.23272355,0.19156006,0.09757028
567,0.02925271,0.11287876,0.047929343,0.13842502,0.118011534
570,0.30150068,0.13521412,0.14843382,0.18480507,0.20532702
571,0.37553495,0.13868086,0.29598027,0.21235058,0.100475706
574,0.41966113,0.26412857,0.29832444,0.28859523,0.3692412
591,0.23300265,0.1897966,0.2942807,0.26177666,0.17943391
593,0.18687809,0.13511209,0.08244676,0.14951225,0.13772975
596,0.34041956,0.1632323,0.26712915,0.205407,0.18489951
598,0.31741086,0.15406573,0.38843492,0.18598221,0.309698
605,0.24307951,0.19426137,0.31302097,0.18648747,0.1705125
614,0.19734775,0.064505905,0.20016627,0.3965844,0.31634942
636,0.18170609,0.09047229,0.09901663,0.1996873,0.19225112
642,0.44832006,0.20253898,0.55201924,0.31964782,0.44970745
649,0.5586153,0.12970737,0.16079426,0.23261328,0.14789058
654,0.26481375,0.10810959,0.15089123,0.19116299,0.13528311
655,0.21243843,0.175484,0.27162227,0.052279327,0.057952598
657,0.42729893,0.2142649,0.34477493,0.1973734,0.21992858
663,0.15243122,0.15189956,0.15792763,0.23483577,0.16949748
665,0.3365305,0.17463577,0.6918927,0.20867237,0.237822
677,0.041964605,0.05033177,0.05415058,0.08742455,0.12799859
683,0.37587628,0.17341736,0.34949598,0.24410295,0.24450971
692,0.45492718,0.41609177,0.9286711,0.11798828,0.07367334
694,0.36993167,0.2677567,0.7715455,0.2341878,0.35056898
695,0.028860683,0.13229217,0.05469075,0.13842502,0.118011534
696,0.2982278,0.23787811,0.8142175,0.2024035,0.29323527
705,0.29758942,0.14803056,0.17587386,0.13355693,0.14740431
716,0.27379426,0.2251881,0.46474057,0.54649734,0.63892806
717,0.4325613,0.33328062,0.50685155,0.24695113,0.28330618
727,0.47944656,0.19771993,0.7751437,0.1667038,0.19656716
736,0.13970126,0.22963892,0.25047824,0.1843084,0.19946095
737,0.040269334,0.11190122,0.07800965,0.04649039,0.093743466
739,0.4502684,0.29843584,0.85134214,0.27075666,0.24029236
741,0.46350044,0.22004032,0.39910123,0.08975279,0.20243253
744,0.3459581,0.16888994,0.699654,0.19288489,0.16858596
745,0.36259952,0.21731663,0.344141,0.21497284,0.23582305
759,0.15853427,0.69667065,0.21016717,0.14883225,0.16520564
760,0.04600654,0.10278184,0.038478665,0.086412236,0.17275138
761,0.20409217,0.18240148,0.6595041,0.09378658,0.17202294
762,0.25830865,0.1897183,0.22812945,0.2024857,0.14542127
766,0.24689403,0.19547784,0.2583021,0.2257762,0.18678293
775,0.107152574,0.124486655,0.7201535,0.20580135,0.14253707
787,0.24393147,0.18933643,0.20345394,0.21601878,0.19182225
794,0.43161958,0.20684439,0.26973492,0.05183506,0.16073723
802,0.45380893,0.2542589,0.7126683,0.53524935,0.59460795
808,0.3207346,0.23732999,0.1834047,0.23631972,0.17411488
812,0.27042925,0.16704592,0.7343269,0.16747291,0.15247709
815,0.6487436,0.30452856,0.9615082,0.20512867,0.24801901
839,0.45574707,0.23022851,0.93258214,0.6538213,0.6165541
849,0.64696383,0.25215283,0.84487444,0.14484297,0.13213167
863,0.4144396,0.2828863,0.2834612,0.24203964,0.23537657
871,0.4124046,0.22998996,0.3716887,0.117225684,0.22730741
879,0.33496213,0.23198605,0.2774167,0.19116324,0.14174941
890,0.0842908,0.09931424,0.13922217,0.089836076,0.13267604
891,0.45070258,0.23190631,0.77551,0.59607184,0.6569812
894,0.47044805,0.19717646,0.6048111,0.26604006,0.23188123
900,0.20373307,0.16652825,0.38800666,0.11233435,0.08371222
908,0.33405006,0.14108372,0.16154623,0.14869279,0.15382104
917,0.08405166,0.06450287,0.059925463,0.119050585,0.12936844
918,0.35799322,0.19470964,0.22931698,0.17174204,0.25187954
922,0.29328325,0.18737492,0.18173783,0.15847726,0.1617484
938,0.26912573,0.18148819,0.4393615,0.24353455,0.4295216
950,0.18179636,0.17340827,0.270741,0.14845558,0.14614265
951,0.13312337,0.17274354,0.2799046,0.14845558,0.14614265
961,0.07241196,0.103911124,0.08051733,0.1691589,0.19399527
966,0.23673949,0.2703167,0.19545926,0.13149123,0.19104177
973,0.40251935,0.18682797,0.31345809,0.1926744,0.16724034
975,0.5929898,0.20236368,0.3779594,0.11033019,0.1485532
981,0.5426953,0.15607835,0.66419065,0.20198317,0.24858269
989,0.5733115,0.20855716,0.2500216,0.6072711,0.64555216
992,0.4502684,0.19787538,0.29551566,0.20373164,0.35150015
996,0.34826073,0.21427011,0.42813852,0.20266068,0.22172669
998,0.055480246,0.04495597,0.097627,0.09213085,0.14747211
1006,0.4411252,0.6687079,0.39529535,0.2730427,0.2304093
1019,0.13049662,0.16974153,0.12064748,0.09735893,0.15840173
1020,0.14577745,0.269626,0.22181264,0.15353593,0.14857242
1023,0.1859786,0.34117275,0.28581163,0.22135651,0.32046318
1033,0.19509356,0.39659813,0.31420073,0.22223318,0.20891717
1034,0.2852734,0.31880823,0.2941024,0.24037927,0.25193572
1036,0.25314716,0.50966305,0.28827557,0.15696032,0.19310895
1037,0.116910405,0.18442641,0.2335677,0.069980115,0.110925406
1040,0.23451178,0.22937612,0.18022329,0.027361576,0.10803415
1041,0.2398697,0.23433338,0.15675342,0.07484017,0.10724715
1052,0.23386277,0.35462365,0.19065626,0.13309252,0.1843072
1053,0.37072727,0.24366228,0.31881365,0.19614974,0.21918917
1060,0.150364,0.15192759,0.07636937,0.14769231,0.13735586
1084,0.3526747,0.17286494,0.14294042,0.107078046,0.17733404
1093,0.2996893,0.16729505,0.13379323,0.20278901,0.21374972
1103,0.23719189,0.3406813,0.2899935,0.17842826,0.17325015
1112,0.45008197,0.28664166,0.34151247,0.24113266,0.1593463
1115,0.1458609,0.18114714,0.17887114,0.18459636,0.19913901
1117,0.32188874,0.27327296,0.29474962,0.18835066,0.24629544
1123,0.38288265,0.28351375,0.3923841,0.27211016,0.29112467
1128,0.42509758,0.22677056,0.83613616,0.27399433,0.27499503
1133,0.2971226,0.31158003,0.24676192,0.19446714,0.19528599
1134,0.20082703,0.16118562,0.15004404,0.16612649,0.19199835
1143,0.3901491,0.21681893,0.38560864,0.23022118,0.32098684
1144,0.16394755,0.17661452,0.16864946,0.1612109,0.13382165
1147,0.42509758,0.21881536,0.3734612,0.27042907,0.31095272
1148,0.42210937,0.27657238,0.27957273,0.2641758,0.24560697
1151,0.59852797,0.2174816,0.348661,0.28702208,0.35654294
1158,0.35720828,0.20862576,0.2550433,0.23288389,0.2823863
1182,0.39772022,0.25095895,0.3729663,0.23526849,0.29391068
1184,0.06543007,0.09825711,0.052769635,0.1079051,0.14894979
1185,0.40804553,0.30859122,0.3662336,0.27211016,0.2983316
1187,0.24398266,0.24774122,0.5307278,0.1884739,0.23162386
1194,0.6129233,0.2607955,0.42045683,0.23373665,0.28293112
1199,0.3012091,0.13880211,0.15911235,0.16184284,0.14917602
1210,0.24920431,0.20627682,0.3728156,0.21690464,0.10322602
1217,0.59840727,0.27382553,0.29387298,0.17361557,0.21131031
1218,0.54664665,0.2437068,0.29108417,0.17492919,0.25337964
1219,0.24920994,0.21921185,0.24776702,0.18741032,0.17195193
1223,0.6250835,0.23971933,0.36001897,0.26864073,0.22757252
1224,0.29444137,0.16962114,0.19365157,0.1695594,0.17002906
1233,0.4835679,0.18809757,0.23470446,0.2615378,0.22834869
1238,0.18045582,0.09220871,0.12117665,0.10843883,0.11754999
1241,0.6250835,0.22076707,0.91742706,0.25122145,0.3529339
1243,0.17695229,0.14288755,0.16022868,0.18488424,0.17244498
1251,0.48543578,0.29508916,0.8654418,0.14858432,0.13416207
1252,0.3499294,0.23967637,0.30898127,0.23592962,0.10390316
1254,0.45824105,0.29672205,0.5173873,0.23175244,0.2520552
1258,0.48180917,0.35338512,0.5027012,0.18764135,0.17892262
1259,0.43868452,0.31972525,0.95702714,0.29038638,0.36061236
1262,0.44191754,0.63812214,0.3360421,0.21943773,0.24471582
1263,0.19116887,0.3091898,0.2760671,0.1337423,0.1413264
1273,0.37424168,0.22083604,0.90484947,0.24479495,0.2423197
1279,0.25597957,0.16132316,0.17710634,0.13453591,0.10456783
1281,0.32733145,0.1551572,0.2323964,0.1823849,0.21549778
1284,0.36518407,0.19949442,0.31716987,0.25639004,0.2953657
1285,0.48180917,0.31881443,0.5675686,0.27697334,0.20162868
1287,0.33300173,0.22120275,0.8723342,0.18821736,0.20927496
1299,0.1790783,0.20995301,0.26858732,0.21713474,0.15978299
1300,0.2906497,0.16316907,0.36896566,0.17460208,0.3123234
1310,0.4186501,0.1583549,0.31125638,0.22442485,0.2383081
1316,0.44142985,0.3355488,0.35987318,0.28001654,0.22462818
1318,0.40393066,0.17639065,0.34639406,0.22637497,0.19304699
1349,0.16810425,0.14108859,0.06622407,0.14806876,0.15696727
1357,0.34037414,0.28246883,0.40091938,0.22100656,0.27418208
1368,0.34008032,0.21357755,0.2268155,0.19049251,0.11008361
1373,0.2822085,0.12832925,0.1057292,0.19586763,0.1684796
1376,0.27740523,0.23210613,0.24468961,0.16947441,0.15504561
1377,0.44632053,0.20175639,0.4182104,0.21943773,0.2563749
1387,0.14419957,0.115716405,0.098461874,0.043486558,0.08553731
1391,0.20896058,0.11081142,0.10917158,0.15946954,0.16326405
1398,0.54338455,0.21403664,0.49603143,0.20041284,0.36375135
1403,0.45511812,0.22284058,0.4686367,0.27292997,0.22949822
1409,0.10291817,0.1480774,0.36058152,0.04887877,0.05136105
1426,0.16641231,0.14221425,0.688227,0.38608593,0.3219661
1431,0.3271061,0.27878347,0.35559165,0.19287963,0.17831211
1439,0.3780521,0.19916092,0.3303456,0.15508978,0.22671872
1440,0.4794267,0.2781499,0.7842927,0.2946531,0.34528863
1445,0.08562123,0.15288895,0.07219984,0.12693238,0.17914112
1452,0.4871802,0.33894193,0.8023454,0.24180536,0.14445318
1458,0.22707745,0.26825002,0.4103955,0.14701259,0.134521
1462,0.095303595,0.18449377,0.11325978,0.045922473,0.243946
1471,0.30933195,0.11634912,0.092593886,0.14438708,0.09833022
1472,0.50434387,0.30061874,0.5477696,0.27998033,0.24966398
1475,0.33205253,0.16807924,0.29379392,0.22870402,0.29644212
1488,0.2965679,0.3000375,0.3902276,0.44050652,0.59970194
1490,0.30327934,0.29409236,0.41777867,0.16530997,0.27876616
1492,0.5023382,0.32968226,0.5095808,0.15973173,0.15474413
1493,0.45517907,0.21260647,0.8361817,0.23945908,0.3553415
1498,0.65488666,0.2735156,0.39616236,0.18228377,0.3609314
1499,0.31197047,0.43499252,0.80921614,0.1754187,0.2143231
1502,0.26469547,0.14967266,0.62982184,0.1803601,0.1652492
1506,0.33861265,0.23770067,0.66505104,0.21972804,0.31354606
1514,0.19074146,0.12355734,0.11953983,0.13431598,0.18528268
1524,0.65739524,0.3888649,0.9622362,0.32092732,0.31470364
1525,0.48034596,0.32087252,0.968147,0.2722499,0.3281756
1526,0.411013,0.27605096,0.4227016,0.2519882,0.3571631
1528,0.22681619,0.21921708,0.48019043,0.42513984,0.5568234
1531,0.48767415,0.30711603,0.5369856,0.3125741,0.40042022
1532,0.387699,0.37411964,0.4518347,0.24014288,0.35606718
1539,0.48428017,0.3515079,0.41141567,0.318348,0.37356383
1541,0.61927575,0.40200824,0.7135376,0.10297799,0.0929151
1542,0.05861494,0.09578903,0.24195805,0.07314351,0.13042633
1543,0.6391871,0.33867157,0.9459352,0.19582821,0.16542198
1544,0.39167094,0.20424753,0.3516259,0.207014,0.18682854
1558,0.1944738,0.37974492,0.2705841,0.3018284,0.23170763
1559,0.24369639,0.24014641,0.39500195,0.26685455,0.3351442
1560,0.4990098,0.3060244,0.47418803,0.27090853,0.42136905
1568,0.42234686,0.35995808,0.48704264,0.27046913,0.28558064
1569,0.47631216,0.27458784,0.55910987,0.3017171,0.37059173
1571,0.39587152,0.27147457,0.33861506,0.19169377,0.29050994
1589,0.08811708,0.15106128,0.076809816,0.108043134,0.19109787
1595,0.364194,0.16595896,0.9029546,0.20525399,0.30498323
1599,0.3755235,0.28832644,0.70917654,0.2681125,0.15172674
1600,0.37928864,0.25716576,0.7637628,0.24771374,0.29897466
1603,0.2389476,0.16737796,0.3057076,0.2329661,0.29643303
1606,0.398746,0.18588139,0.29635346,0.26272872,0.31477457
1609,0.25217775,0.28007048,0.2890574,0.20668153,0.20333196
1610,0.6220185,0.27024364,0.84386015,0.3227113,0.40587044
1615,0.48345947,0.32872924,0.82115126,0.3223065,0.43351218
1618,0.28208536,0.23933332,0.3062921,0.11797575,0.13737337
1623,0.43862122,0.27317762,0.5315847,0.08626864,0.15113515
1624,0.41347602,0.16541536,0.23890646,0.26660714,0.32842758
1631,0.09426381,0.15560114,0.11442838,0.13275114,0.22472137
1633,0.3279863,0.3341113,0.31470537,0.20079118,0.19012047
1639,0.2242934,0.20942686,0.36385784,0.21009678,0.18488581
1650,0.36567852,0.37723315,0.3100763,0.27755103,0.21074162
1651,0.28131926,0.19556324,0.15184112,0.13646671,0.0879056
1653,0.5953757,0.22440588,0.89536756,0.2111409,0.34280068
1658,0.43019783,0.2615101,0.41485426,0.28606611,0.34549108
1661,0.35277376,0.27498457,0.33079508,0.2547257,0.21559982
1664,0.31086478,0.2096742,0.8357798,0.20554417,0.22035879
1670,0.4211053,0.24871524,0.8703713,0.6192819,0.6101389
1671,0.30404377,0.23327623,0.816316,0.37688106,0.50567365
1673,0.25357458,0.21652259,0.23740382,0.21722317,0.20942184
1678,0.36216885,0.20119886,0.27492526,0.15490353,0.22734834
1679,0.10001899,0.20592022,0.10260703,0.089758016,0.1985311
1681,0.44701976,0.24160086,0.3874727,0.22996272,0.33004585
1682,0.39449993,0.25936994,0.3448488,0.2584329,0.31956404
1683,0.2986261,0.18714637,0.21996675,0.22305027,0.22838911
1687,0.6397184,0.4435541,0.6937742,0.18445557,0.08024761
1696,0.38769314,0.20716213,0.3809817,0.16871177,0.33340007
1701,0.38757846,0.24470654,0.8524038,0.4537004,0.4933578
1703,0.61907,0.2565702,0.43593615,0.26289654,0.28903118
1707,0.1231758,0.104187116,0.10352429,0.09515509,0.16538507
1709,0.13570458,0.10704962,0.467764,0.036051832,0.09568068
1710,0.2672673,0.22849531,0.5168108,0.2597961,0.272963
1725,0.35979724,0.2747893,0.26762095,0.23293748,0.12889554
1727,0.37052378,0.3009044,0.2777325,0.19721223,0.20633446
1732,0.46592513,0.29321036,0.9442526,0.32904142,0.45454597
1733,0.44101658,0.20334937,0.3869499,0.19464786,0.17331009
1736,0.28634033,0.27993613,0.77627504,0.17684239,0.24324547
1737,0.23285984,0.10384979,0.08133406,0.12916051,0.08452483
1738,0.28699273,0.20343603,0.22220038,0.17717084,0.19588824
1746,0.3670352,0.2563664,0.40355906,0.22225806,0.23717344
1753,0.41989538,0.2874281,0.81322515,0.29868573,0.33305192
1758,0.34985608,0.1442705,0.24914709,0.18740009,0.19826384
1771,0.6426435,0.29536393,0.5418878,0.24896568,0.20255548
1775,0.24681371,0.11019671,0.27458605,0.16311446,0.16019987
1777,0.2639542,0.43164268,0.34805644,0.22118457,0.26780397
1787,0.40130597,0.25261387,0.30986392,0.25312898,0.2069541
1788,0.30084646,0.19415218,0.24302864,0.17309818,0.1438891
1792,0.22255906,0.06013611,0.13110268,0.14627555,0.18900031
1793,0.493226,0.32332996,0.92886156,0.28670326,0.3409589
1797,0.49672645,0.31668046,0.5042713,0.31975648,0.3914694
1806,0.44822988,0.22616436,0.78210026,0.27522516,0.2996489
1809,0.102829956,0.10748557,0.14512558,0.088865,0.1985311
1810,0.12548874,0.13232252,0.23465103,0.113719806,0.14750479
1814,0.3790571,0.19299099,0.83921444,0.05838304,0.18375863
1815,0.042935845,0.217099,0.925218,0.36773592,0.48737824
1820,0.1244713,0.13823952,0.31135595,0.1401001,0.33396304
1823,0.11871261,0.19084185,0.26634094,0.11676393,0.13949409
1831,0.35984966,0.13012928,0.4988784,0.032696977,0.18129508
1832,0.5006545,0.31313783,0.5712191,0.3435705,0.48189643
1835,0.26101452,0.11542015,0.41494226,0.09927527,0.23736422
1836,0.17129396,0.16820806,0.46227577,0.080260195,0.23510852
1839,0.51404643,0.30749398,0.9281913,0.13415672,0.10868259
1841,0.19496296,0.06688133,0.28477693,0.07553886,0.14294584
1844,0.34801507,0.23691359,0.35102567,0.12781768,0.08700535
1845,0.5105567,0.25869912,0.40791765,0.119671114,0.070889674
1847,0.2373029,0.135283,0.3517258,0.1401001,0.3318931
1848,0.06825951,0.18755119,0.43085283,0.039258543,0.08058899
1850,0.2373029,0.19084185,0.2745745,0.11676393,0.13949409
1851,0.46262556,0.15595287,0.67527163,0.08320872,0.5720615
1854,0.3631022,0.12950288,0.26780704,0.12647174,0.26849803
1858,0.08945441,0.1023693,0.18749042,0.04201493,0.12188421
1860,0.09307928,0.16562243,0.92501134,0.109863475,0.38875878
1861,0.16233781,0.2080159,0.2244703,0.14510019,0.25334042
1862,0.21547392,0.0991324,0.45829895,0.06755235,0.14673363
1863,0.17846355,0.14147925,0.2568407,0.021640148,0.15711856
1871,0.28893566,0.1793721,0.44836587,0.06809025,0.22794393
1875,0.2536138,0.20364365,0.23298547,0.13493961,0.20347905
1879,0.41644797,0.14716768,0.43779045,0.2830983,0.30338243
1883,0.52306706,0.37418333,0.4926734,0.21688783,0.18470724
1887,0.2592067,0.16158137,0.76562476,0.23575185,0.59286857
1891,0.22924171,0.314405,0.4295814,0.048865743,0.11985354
1892,0.4615519,0.35216954,0.8508798,0.3158138,0.29563802
1894,0.3716862,0.24322712,0.29773033,0.2743287,0.12474452
1895,0.092862606,0.06734855,0.23328605,0.026977342,0.050048742
1898,0.21677849,0.07680151,0.20381485,0.056293823,0.07304606
1902,0.3214631,0.16435742,0.4028424,0.04939306,0.11047038
1908,0.15629975,0.09996979,0.12759438,0.039667312,0.11296991
1909,0.17137139,0.067287445,0.39434925,0.028468836,0.077181555
1910,0.13376789,0.10152721,0.3863455,0.06319058,0.06848282
1913,0.083966255,0.062024344,0.33545735,0.026125204,0.0949814
1914,0.060370713,0.19084185,0.20146477,0.08607742,0.13949409
1916,0.3111675,0.29463628,0.31764472,0.13573894,0.10007274
1919,0.324057,0.17042373,0.8311101,0.10462243,0.1386189
1920,0.13662162,0.05100829,0.3062509,0.02655948,0.074137315
1921,0.32689485,0.18524519,0.46077096,0.04041867,0.19406337
1927,0.5323887,0.27078113,0.95205134,0.10546543,0.15598081
1928,0.3673289,0.2882729,0.5201303,0.1976969,0.21233809
1929,0.057562917,0.060067087,0.13000815,0.055096406,0.1131169
1930,0.13152437,0.057076786,0.14961077,0.031085597,0.08657505
1934,0.033104748,0.06603203,0.07697591,0.07688374,0.2334615
1936,0.032301854,0.1236181,0.07845182,0.08375745,0.1421688
1937,0.024745965,0.07024484,0.045302346,0.032835867,0.08693702
1949,0.13832107,0.21022803,0.6798182,0.10180047,0.20935969
1953,0.30494627,0.14305213,0.6138451,0.067994356,0.30039
1957,0.34221348,0.12207103,0.5805329,0.048104536,0.11460047
1961,0.3368283,0.09941137,0.51759726,0.0453131,0.11811007
1971,0.6009419,0.30747652,0.88765925,0.27749756,0.3375855
1972,0.1037469,0.1451885,0.41045547,0.027603304,0.1625116
1975,0.02408357,0.059927046,0.06829473,0.04923229,0.07496115
1979,0.107725754,0.112547934,0.4974304,0.02929817,0.18269181
1990,0.028458754,0.06576239,0.063852295,0.0688891,0.08693702
1991,0.40619054,0.18962607,0.92225844,0.3288703,0.40286824
1992,0.10997591,0.22247697,0.75991195,0.13477646,0.38740104
1993,0.28074768,0.43459308,0.2950745,0.28338838,0.22949578
2000,0.06434358,0.039839935,0.14312154,0.04539183,0.07967601
2002,0.06266626,0.13673547,0.35649687,0.037150692,0.10795423
2006,0.046631947,0.058658183,0.077121384,0.052051116,0.08693702
2007,0.08084622,0.085973814,0.065493554,0.1354011,0.14143376
2008,0.11288806,0.13213235,0.31129968,0.0370532,0.12832332
2019,0.20869854,0.13386625,0.27729946,0.038440026,0.14609651
2025,0.1333705,0.10077984,0.3132438,0.02908232,0.09431384
2026,0.32831478,0.08731802,0.24833484,0.048608553,0.14320746
2027,0.05847706,0.07864492,0.33563375,0.038547497,0.07567917
